Match ID,Duración (s),Modo de juego,Parche,Equipo Ganador,Equipo,Invocador,Campeón,Runas,Hechizos,K/D/A,Daño total,Daño recibido,Oro acumulado,Objetos,Racha Asesinatos,Daño a Torres,Daño a Dragones/Barones,Asistencias,Barón Kills,Nivel de recompensa,Experiencia,Nivel,Pings - All In,Pings - Assist Me,Pings - Enemy Missing,Kills,Deaths,Double Kills,Triple Kills,Quadra Kills,Penta Kills,Dragon Kills,Inhibitor Kills,Torre Destruida,Nexus Kills,Total Minions,Total Heal,Total CC,Total Time Dead,Vision Score,Wards Puestos,Wards Destruidos
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Blue,VJBYYTF0AO,Rumble,Desconocido (Desconocido),"4, 12",7/4/7,32255,26810,11317,"Broken Stopwatch, Riftmaker, Desconocido, Liandry's Anguish, Sorcerer's Shoes, Dark Seal, Farsight Alteration",3,3336,3336,7,0,7,14347,15,0,0,19,7,4,0,0,0,0,0,0,2,0,197,2847,272,158,20,12,1
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Blue,Caddee59A,Skarner,Desconocido (Desconocido),"4, 11",7/2/12,15833,38053,11515,"Desconocido, Mercury's Treads, Control Ward, Desconocido, Heartsteel, Spirit Visage, Oracle Lens",4,1300,29825,12,0,7,14696,15,12,15,17,7,2,1,0,0,0,0,0,0,0,8,18566,771,65,20,4,1
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Blue,xxxaaasss3,Corki,Desconocido (Desconocido),"4, 12",7/6/13,26884,24918,12507,"Doran's Blade, Muramana, Trinity Force, Mercury's Treads, Rapid Firecannon, Control Ward, Farsight Alteration",2,11045,11045,13,0,7,14351,15,1,2,11,7,6,0,0,0,0,0,1,3,0,190,2861,31,234,26,9,5
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Blue,Graillsaliar,Kaisa,Desconocido (Desconocido),"21, 4",11/4/4,23880,15933,14029,"Doran's Blade, Desconocido, Broken Stopwatch, Guinsoo's Rageblade, Nashor's Tooth, Berserker's Greaves, Farsight Alteration",6,5110,15121,4,0,11,13929,15,0,11,6,11,4,1,1,0,0,1,0,2,1,223,2792,0,122,17,9,5
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Blue,,Nautilus,Desconocido (Desconocido),"4, 14",3/7/18,10402,19286,8661,"Desconocido, Boots of Swiftness, Bramble Vest, Locket of the Iron Solari, Desconocido, Abyssal Mask, Oracle Lens",0,2569,2569,18,0,3,10385,13,0,5,3,3,7,0,0,0,0,0,0,1,0,33,1962,331,127,81,30,11
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Red,L4 PmK,Aurora,Desconocido (Desconocido),"12, 4",2/7/4,11946,23343,8612,"Amplifying Tome, Control Ward, Desconocido, Sorcerer's Shoes, Liandry's Anguish, Doran's Ring, Stealth Ward",0,2671,4203,4,0,2,11987,14,0,3,5,2,7,0,0,0,0,1,0,1,0,157,2794,192,186,16,9,2
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Red,sikeras,LeeSin,Desconocido (Desconocido),"4, 11",4/7/8,12455,35671,8716,"Plated Steelcaps, Desconocido, Control Ward, Ruby Crystal, Long Sword, Black Cleaver, Stealth Ward",0,0,11794,8,0,4,10070,13,0,4,2,4,7,0,0,0,0,1,0,0,0,7,15283,449,179,20,10,3
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Red,ojlo,Hwei,Desconocido (Desconocido),"12, 4",9/9/6,25302,23202,11303,"Desconocido, Liandry's Anguish, Blighting Jewel, Desconocido, Blasting Wand, Dark Seal, Farsight Alteration",3,837,2305,6,0,9,12656,14,0,5,5,9,9,0,0,0,0,0,0,0,0,163,1683,512,296,16,12,1
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Red,Lucie Bílá L9,Zeri,Desconocido (Desconocido),"4, 21",7/6/9,32150,23631,12803,"B. F. Sword, Desconocido, Runaan's Hurricane, Berserker's Greaves, Lord Dominik's Regards, Pickaxe, Farsight Alteration",4,5190,5459,9,0,7,12035,14,2,15,5,7,6,1,0,0,0,0,0,0,0,224,3665,28,202,15,6,4
EUW1_7290068525,1583,CLASSIC,15.2.652.1536,Blue,Red,jonezbonez,Lulu,Desconocido (Desconocido),"4, 7",1/6/16,8035,19317,7069,"Desconocido, Redemption, Moonstone Renewer, Kindlegem, Ionian Boots of Lucidity, Desconocido, Oracle Lens",0,833,2856,16,0,1,9180,12,0,3,6,1,6,0,0,0,0,0,0,1,0,27,3624,308,151,69,33,8
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Blue,BIG Trez,Malphite,Desconocido (Desconocido),"12, 4",2/4/9,15203,20261,7571,"Turbo Chemtank, Mercury's Treads, Refillable Potion, Thornmail, Desconocido, Desconocido, Stealth Ward",0,222,222,9,0,2,10752,13,0,5,14,2,4,0,0,0,0,0,0,0,0,108,2082,525,106,16,8,2
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Blue,Nussı,Viego,Desconocido (Desconocido),"4, 11",10/2/11,18235,25183,11620,"Black Cleaver, Kraken Slayer, Wit's End, Mercury's Treads, Control Ward, Desconocido, Oracle Lens",8,1100,43710,11,0,10,13272,15,3,8,0,10,2,0,0,0,0,2,0,1,0,23,15787,195,50,23,5,4
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Blue,VJBYYTF0AO,Sylas,Desconocido (Desconocido),"4, 12",9/1/5,30175,33565,12435,"Desconocido, Desconocido, Desconocido, Desconocido, Desconocido, Desconocido, Oracle Lens",5,8192,8192,5,0,9,15442,16,0,2,14,9,1,0,0,0,0,0,0,3,0,225,10972,418,35,27,6,5
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Blue,OLA MESΑ,Zeri,Desconocido (Desconocido),"4, 1",10/3/10,27037,16489,12530,"Doran's Blade, Long Sword, Navori Quickblades, Berserker's Greaves, Desconocido, Infinity Edge, Farsight Alteration",7,3787,11918,10,0,10,13534,15,3,20,3,10,3,2,0,0,0,0,0,1,0,227,3864,106,61,22,8,6
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Blue,jonezbonez,Lulu,Desconocido (Desconocido),"4, 7",5/2/20,11899,13194,8448,"Desconocido, Redemption, Moonstone Renewer, Desconocido, Ionian Boots of Lucidity, Kindlegem, Oracle Lens",4,1441,3015,20,0,5,10973,13,0,5,23,5,2,0,0,0,0,0,0,0,0,21,7528,362,24,56,30,7
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Red,B0LULU,Volibear,Desconocido (Desconocido),"12, 4",2/7/2,21018,33680,9699,"Doran's Ring, Cosmic Drive, Desconocido, Mercury's Treads, Winged Moonplate, Long Sword, Stealth Ward",0,9334,9334,2,0,2,12333,14,0,7,0,2,7,0,0,0,0,0,0,2,0,188,10561,269,174,13,9,0
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Red,ZCQN0FZYUN,Brand,Desconocido (Desconocido),"4, 11",3/8/1,20208,28680,8670,"Rylai's Crystal Scepter, Liandry's Anguish, Sorcerer's Shoes, Dark Seal, Oblivion Orb, Desconocido, Oracle Lens",0,0,25453,1,0,3,10020,13,1,4,11,3,8,0,0,0,0,1,0,0,0,10,10640,343,160,30,9,4
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Red,,Tryndamere,Desconocido (Desconocido),"14, 6",2/7/2,11430,24184,9876,"Berserker's Greaves, Ravenous Hydra, Phantom Dancer, Executioner's Calling, Last Whisper, Desconocido, Farsight Alteration",0,9357,9357,2,0,2,12361,14,0,1,5,2,7,0,0,0,0,0,0,2,0,197,9226,64,179,14,8,3
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Red,,Hwei,Desconocido (Desconocido),"12, 4",4/6/4,15335,17310,9160,"Blighting Jewel, Desconocido, Liandry's Anguish, Ionian Boots of Lucidity, Tear of the Goddess, Doran's Ring, Farsight Alteration",3,1331,4016,4,0,4,10218,13,0,1,14,4,6,0,0,0,0,0,0,0,0,180,840,581,215,13,8,3
EUW1_7290009348,1471,CLASSIC,15.2.652.1536,Blue,Red,Paixdia,Leona,Desconocido (Desconocido),"4, 14",1/9/7,10036,24934,6309,"Desconocido, Locket of the Iron Solari, Plated Steelcaps, Kindlegem, Cloth Armor, Control Ward, Oracle Lens",0,556,702,7,0,1,6626,10,0,3,1,1,9,0,0,0,0,0,0,1,0,31,850,81,209,69,35,8
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Blue,ToothIess,Jayce,Desconocido (Desconocido),"12, 4",2/0/2,20614,19488,11860,"Doran's Blade, Muramana, Boots of Swiftness, Spear Of Shojin, Black Cleaver, Long Sword, Oracle Lens",2,13590,22608,2,0,2,15063,16,0,1,7,2,0,0,0,0,0,0,0,4,0,234,5964,167,0,22,6,3
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Blue,Razørk Activoo,Pantheon,Desconocido (Desconocido),"4, 11",7/1/7,20858,30783,11625,"Pickaxe, Mercury's Treads, Black Cleaver, Desconocido, Desconocido, Ruby Crystal, Oracle Lens",6,2174,50103,7,0,7,13561,15,0,0,10,7,1,0,0,0,0,1,0,0,0,19,18921,233,45,30,6,2
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Blue,styropianzserem,Kayle,Desconocido (Desconocido),"4, 12",7/0/3,11070,17766,11800,"Lich Bane, Nashor's Tooth, Dark Seal, Boots of Swiftness, Needlessly Large Rod, Needlessly Large Rod, Farsight Alteration",7,9365,17210,3,0,7,15567,16,1,8,10,7,0,2,0,0,0,1,2,2,1,208,9971,325,0,14,8,0
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Blue,Vyctor,Hwei,Desconocido (Desconocido),"12, 4",4/2/3,28280,14789,9974,"Desconocido, Desconocido, Amplifying Tome, Liandry's Anguish, Desconocido, Dark Seal, Farsight Alteration",2,4991,8807,3,0,4,13067,15,0,4,4,4,2,0,0,0,0,0,0,1,0,202,3274,795,53,15,10,3
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Blue,LiL TommyG,Bard,Desconocido (Desconocido),"4, 14",2/2/11,12811,12510,7605,"Desconocido, Cloth Armor, Null-Magic Mantle, Dead Man's Plate, Kindlegem, Desconocido, Oracle Lens",0,4805,4805,11,0,2,8820,12,4,9,21,2,2,0,0,0,0,0,0,3,0,25,5157,197,32,80,34,13
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Red,TTV Potent213,KSante,Desconocido (Desconocido),"12, 6",0/4/0,10928,34069,7663,"Refillable Potion, Iceborn Gauntlet, Jak'Sho, The Protean, Boots of Swiftness, Desconocido, Desconocido, Stealth Ward",0,2491,2491,0,0,0,12325,14,0,3,0,0,4,0,0,0,0,0,0,0,0,202,3721,1798,101,10,8,0
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Red,,Viego,Desconocido (Desconocido),"11, 4",3/4/1,5666,28382,8361,"Desconocido, Trinity Force, Pickaxe, Desconocido, Desconocido, Slightly Magical Footwear, Oracle Lens",0,0,10786,1,0,3,9329,12,1,1,2,3,4,0,0,0,0,2,0,0,0,18,14295,135,109,19,5,2
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Red,VJBYYTF0AO,Orianna,Desconocido (Desconocido),"4, 12",0/5/2,15524,15284,9137,"Shadowflame, Desconocido, Desconocido, Seraph's Embrace, Blighting Jewel, Ionian Boots of Lucidity, Farsight Alteration",0,372,372,2,0,0,12918,14,0,1,7,0,5,0,0,0,0,0,0,0,0,251,1382,331,102,21,12,2
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Red,Skillshot Lander,Ezreal,Desconocido (Desconocido),"4, 12",2/1/2,23952,15549,8639,"Doran's Blade, Ionian Boots of Lucidity, Trinity Force, Muramana, Desconocido, Long Sword, Farsight Alteration",2,1316,1517,2,0,2,9867,12,0,0,0,2,1,0,0,0,0,0,0,0,0,190,3865,60,0,10,4,1
EUW1_7289655216,1527,CLASSIC,15.2.652.1536,Blue,Red,normie is ok,Shen,Desconocido (Desconocido),"4, 14",0/8/4,4459,25891,5530,"Refillable Potion, Desconocido, Ionian Boots of Lucidity, Heartsteel, Cloth Armor, Desconocido, Oracle Lens",0,418,2161,4,0,0,6923,10,0,0,6,0,8,0,0,0,0,0,0,0,0,34,1266,100,180,50,21,9
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Blue,Nillee,TwistedFate,Desconocido (Desconocido),"4, 6",6/2/6,14104,18782,13262,"Plated Steelcaps, Kraken Slayer, Pickaxe, Desconocido, Rapid Firecannon, Recurve Bow, Farsight Alteration",4,12874,19951,6,1,6,13937,15,0,3,12,6,2,2,0,0,0,0,0,3,0,178,3633,259,55,14,10,2
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Blue,åverage jungler,Viego,Desconocido (Desconocido),"4, 11",3/2/12,14474,38361,11714,"Desconocido, Kraken Slayer, Plated Steelcaps, Sterak's Gage, Desconocido, Desconocido, Oracle Lens",3,947,39157,12,0,3,15716,16,3,6,5,3,2,1,0,0,0,3,1,1,1,26,23582,216,77,17,1,6
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Blue,VJBYYTF0AO,Akali,Desconocido (Desconocido),"4, 12",11/6/3,31260,32978,13604,"Hextech Rocketbelt, Zhonya's Hourglass, Desconocido, Shadowflame, Sorcerer's Shoes, Dark Seal, Oracle Lens",4,3024,5504,3,0,11,16288,16,0,1,13,11,6,1,0,0,0,0,0,1,0,229,4935,116,180,30,9,5
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Blue,Évangelyne,Caitlyn,Desconocido (Desconocido),"12, 4",9/2/5,25402,17141,15334,"Desconocido, Infinity Edge, Doran's Blade, Rapid Firecannon, Serrated Dirk, The Collector, Farsight Alteration",6,9486,18040,5,0,9,15440,16,0,0,0,9,2,1,0,0,0,0,1,5,0,241,4238,105,69,13,10,1
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Blue,,Janna,Desconocido (Desconocido),"7, 4",0/1/16,5841,16310,7886,"Redemption, Control Ward, Desconocido, Moonstone Renewer, Dark Seal, Boots of Swiftness, Oracle Lens",0,163,997,16,0,0,11001,13,0,1,8,0,1,0,0,0,0,0,0,0,0,23,12559,127,28,70,31,5
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Red,Spoodersussi,Jayce,Desconocido (Desconocido),"4, 12",1/6/4,17798,21475,9492,"Doran's Blade, Long Sword, Eclipse, Ionian Boots of Lucidity, Muramana, Last Whisper, Farsight Alteration",0,7047,9288,4,0,1,13000,14,0,8,11,1,6,0,0,0,0,0,0,3,0,175,1930,127,198,15,10,2
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Red,excommunicadø,MonkeyKing,Desconocido (Desconocido),"4, 11",4/6/5,16966,36476,11164,"Desconocido, Trinity Force, Plated Steelcaps, Kindlegem, Pickaxe, Phage, Oracle Lens",0,3123,33164,5,0,4,13186,15,0,7,22,4,6,0,0,0,0,1,0,0,0,31,13445,212,207,33,4,8
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Red,RΟYΑL,Yasuo,Desconocido (Desconocido),"4, 12",1/5/7,12393,23376,9037,"Doran's Blade, Berserker's Greaves, Blade of The Ruined King, Immortal Shieldbow, Cloak of Agility, Desconocido, Farsight Alteration",0,0,11729,7,0,1,14066,15,1,2,13,1,5,0,0,0,0,0,0,0,0,188,5600,151,183,15,9,4
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Red,MetroArcher,Ziggs,Desconocido (Desconocido),"12, 4",3/5/5,31265,16679,11172,"Doran's Ring, Luden's Tempest, Shadowflame, Seraph's Embrace, Sorcerer's Shoes, Desconocido, Farsight Alteration",2,3000,7686,5,0,3,12182,14,1,0,0,3,5,0,0,0,0,0,0,1,0,207,945,231,189,12,8,1
EUW1_7289146187,1659,CLASSIC,15.2.652.1536,Blue,Red,universive,Pyke,Desconocido (Desconocido),"14, 4",4/7/1,9404,20361,7528,"Desconocido, Youmuu's Ghostblade, Desconocido, Boots of Swiftness, Long Sword, Desconocido, Oracle Lens",3,326,1299,1,0,4,8213,11,1,3,13,4,7,1,0,0,0,0,0,0,0,28,4107,67,171,48,20,6
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Blue,blueskies777,KSante,Desconocido (Desconocido),"6, 12",2/8/9,14116,41555,10730,"Desconocido, Iceborn Gauntlet, Frozen Heart, Plated Steelcaps, Null-Magic Mantle, Desconocido, Oracle Lens",0,1846,2319,9,0,2,15395,16,1,2,5,2,8,0,0,0,0,0,0,0,0,211,1852,2072,283,16,7,1
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Blue,,LeeSin,Desconocido (Desconocido),"11, 4",6/6/9,37466,50393,13268,"Desconocido, Eclipse, Control Ward, Desconocido, Mercury's Treads, Death's Dance, Stealth Ward",5,341,34285,9,0,6,16635,17,0,6,6,6,6,0,0,0,0,1,0,1,0,29,29584,643,130,35,14,6
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Blue,VJBYYTF0AO,Viktor,Desconocido (Desconocido),"4, 12",7/6/6,44217,23923,14570,"Zhonya's Hourglass, Desconocido, Shadowflame, Blighting Jewel, Sorcerer's Shoes, Dark Seal, Farsight Alteration",3,6023,14322,6,0,7,16933,17,0,2,20,7,6,0,0,0,0,0,0,1,0,253,1282,1269,201,35,14,6
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Blue,ADexapunch,Kalista,Desconocido (Desconocido),"1, 4",4/6/4,20667,28862,13217,"Berserker's Greaves, Guinsoo's Rageblade, Desconocido, Zeal, Doran's Blade, Blade of The Ruined King, Farsight Alteration",2,0,7700,4,1,4,15253,16,0,8,5,4,6,1,0,0,0,0,0,0,0,278,5995,437,197,29,9,7
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Blue,Nio Nio Nii,Renata,Desconocido (Desconocido),"4, 7",0/7/11,10905,28151,7235,"Locket of the Iron Solari, Desconocido, Redemption, Boots of Swiftness, Control Ward, Desconocido, Oracle Lens",0,207,2053,11,0,0,9475,12,0,2,4,0,7,0,0,0,0,0,0,0,0,24,4972,180,169,103,39,11
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Red,Hovvling,Jayce,Desconocido (Desconocido),"12, 4",8/2/13,35742,30898,14561,"Spear Of Shojin, Desconocido, Muramana, Serylda's Grudge, Serrated Dirk, Pickaxe, Farsight Alteration",4,10716,15591,13,0,8,17161,17,0,5,8,8,2,0,0,0,0,0,1,4,0,236,9337,214,78,17,10,4
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Red,Barkoon,Viego,Desconocido (Desconocido),"4, 11",7/6/11,25139,57305,13538,"Desconocido, Boots of Swiftness, Trinity Force, Sterak's Gage, Winged Moonplate, Chain Vest, Oracle Lens",3,4511,29622,11,0,7,15145,16,0,2,3,7,6,0,0,0,0,3,0,0,0,21,32187,348,136,38,4,9
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Red,Biotic2,Zilean,Desconocido (Desconocido),"4, 12",1/3/23,14681,22740,10375,"Seraph's Embrace, Ionian Boots of Lucidity, Cosmic Drive, Warden's Mail, Glacial Buckler, Desconocido, Farsight Alteration",0,1534,1928,23,0,1,15120,16,0,0,6,1,3,0,0,0,0,0,1,1,0,137,11908,391,62,20,12,3
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Red,,Varus,Desconocido (Desconocido),"21, 4",13/3/10,47756,25816,18054,"Wit's End, Guinsoo's Rageblade, Blade of The Ruined King, Desconocido, Desconocido, B. F. Sword, Farsight Alteration",5,12450,28960,10,0,13,17439,17,0,4,16,13,3,2,2,0,0,0,1,5,1,286,12307,416,126,25,12,7
EUW1_7288787144,1909,CLASSIC,15.2.652.1536,Red,Red,Walid Georgey,Poppy,Desconocido (Desconocido),"4, 14",4/5/16,15373,27674,9480,"Desconocido, Locket of the Iron Solari, Control Ward, Desconocido, Desconocido, Cloth Armor, Oracle Lens",3,296,2778,16,0,4,10978,13,0,2,11,4,5,0,0,0,0,0,0,0,0,20,5423,228,157,115,58,10
EUW1_7288749770,932,CLASSIC,15.2.652.1536,Blue,Blue,,Jayce,Desconocido (Desconocido),"12, 4",2/2/1,12214,9445,6736,"Spear Of Shojin, Manamune, Doran's Blade, Slightly Magical Footwear, Desconocido, Desconocido, Stealth Ward",2,5927,6640,1,0,2,9028,12,0,0,1,2,2,0,0,0,0,0,0,1,0,142,1881,81,28,6,5,0
EUW1_7288749770,932,CLASSIC,15.2.652.1536,Blue,Blue,XnS Sama,XinZhao,Desconocido (Desconocido),"11, 4",3/0/4,7119,21210,6813,"Desconocido, Desconocido, Desconocido, Long Sword, Ruby Crystal, Plated Steelcaps, Oracle Lens",3,86,22196,4,0,3,7436,11,0,4,7,3,0,0,0,0,0,1,0,0,0,2,16134,461,0,15,5,1
EUW1_7288749770,932,CLASSIC,15.2.652.1536,Blue,Blue,VJBYYTF0AO,Akali,Desconocido (Desconocido),"4, 12",6/1/1,12320,12812,8008,"Hextech Rocketbelt, Sorcerer's Shoes, Hextech Alternator, Doran's Shield, Null-Magic Mantle, Dark Seal, Oracle Lens",5,5033,5033,1,0,6,7452,11,0,0,7,6,1,1,0,0,0,0,0,1,0,132,478,58,32,18,6,1
EUW1_7288749770,932,CLASSIC,15.2.652.1536,Blue,Blue,WOOOLITE,Corki,Desconocido (Desconocido),"4, 21",1/2/0,5969,6857,5914,"Doran's Blade, Tear of the Goddess, Trinity Force, Boots of Swiftness, Long Sword, Long Sword, Farsight Alteration",0,4784,4784,0,0,1,5564,9,0,0,0,1,2,0,0,0,0,0,0,2,0,118,838,0,40,11,6,0
EUW1_7288749770,932,CLASSIC,15.2.652.1536,Blue,Blue,Nubobo,Sona,Desconocido (Desconocido),"4, 14",0/1/4,8349,7225,4631,"Desconocido, Desconocido, Desconocido, Tear of the Goddess, Boots of Swiftness, Desconocido, Oracle Lens",0,2184,2184,4,0,0,4742,8,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2273,19,12,17,10,2
EUW1_7288749770,932,CLASSIC,15.2.652.1536,Blue,Red,qweruasdf,Ambessa,Desconocido (Desconocido),"12, 4",2/4/0,8394,14349,4686,"Caulfield's Warhammer, Pickaxe, Desconocido, Long Sword, Plated Steelcaps, Doran's Shield, Stealth Ward",2,0,0,0,0,2,6153,10,0,0,0,2,4,0,0,0,0,0,0,0,0,94,1584,68,92,6,5,0
EUW1_7288749770,932,CLASSIC,15.2.652.1536,Blue,Red,Kämusari,MonkeyKing,Desconocido (Desconocido),"4, 11",2/2/0,3857,13827,5945,"Gustwalker Hatchling, Trinity Force, Slightly Magical Footwear, Desconocido, Ruby Crystal, Desconocido, Oracle Lens",0,0,5540,0,0,2,6314,10,0,6,6,2,2,0,0,0,0,1,0,0,0,15,6759,189,34,13,3,2
