Match ID,Duración (s),Modo de juego,Parche,Equipo Ganador,Equipo,Invocador,Campeón,Runas,Hechizos,K/D/A,Daño total,Daño recibido,Oro acumulado,Objetos,Racha Asesinatos,Daño a Torres,Daño a Dragones/Barones,Asistencias,Barón Kills,Nivel de recompensa,Experiencia,Nivel,Pings - All In,Pings - Assist Me,Pings - Enemy Missing,Kills,Deaths,Double Kills,Triple Kills,Quadra Kills,Penta Kills,Dragon Kills,Inhibitor Kills,Torre Destruida,Nexus Kills,Total Minions,Total Heal,Total CC,Total Time Dead,Vision Score,Wards Puestos,Wards Destruidos,Rol
LA2_1481868371,1163,URF,15.2.652.1536,Red,Blue,Zeno ZoIdyck,Leblanc,Desconocido (Desconocido),"4, 6",8/5/18,32616,23134,14229,"Doran's Ring, Luden's Tempest, Desconocido, Shadowflame, Desconocido, Amplifying Tome, Stealth Ward",2,1112,14948,18,0,8,26370,22,0,0,0,8,5,0,0,0,0,1,0,1,0,122,1650,41,148,33,24,1,ADC
LA2_1481518464,932,URF,15.2.652.1536,Blue,Red,AseI,Sett,Desconocido (Desconocido),"14, 4",6/8/7,16674,28370,11050,"Dagger, Blade of The Ruined King, Mercury's Treads, Kraken Slayer, Tiamat, Phage, Stealth Ward",2,2324,13909,7,0,6,15980,16,0,7,4,6,8,1,0,0,0,0,0,0,0,59,3329,98,179,17,12,0,MID
LA2_1481327153,1154,URF,15.2.652.1536,Blue,Red,aliasuno54,Kled,Desconocido (Desconocido),"4, 6",13/6/5,21777,33110,14194,"Desconocido, Desconocido, Desconocido, Berserker's Greaves, Lord Dominik's Regards, Long Sword, Farsight Alteration",4,3409,26861,5,0,13,22111,19,0,0,4,13,6,1,0,0,0,1,0,0,0,49,3902,77,166,10,13,0,SUPPORT
LA2_1481315979,1166,URF,15.2.652.1536,Red,Blue,krasnyye oblaka,Udyr,Desconocido (Desconocido),"6, 4",4/11/14,20423,39589,14130,"Liandry's Anguish, Boots of Swiftness, Riftmaker, Fimbulwinter, Desconocido, Desconocido, Oracle Lens",2,2998,3650,14,0,4,25946,22,0,2,84,4,11,0,0,0,0,0,0,1,0,95,3691,1217,329,34,20,0,ADC
LA2_1481306920,1027,URF,15.2.652.1536,Blue,Red,El Montaraz,Yasuo,Desconocido (Desconocido),"4, 14",9/6/2,17732,13525,13902,"Kraken Slayer, Berserker's Greaves, Infinity Edge, The Collector, B. F. Sword, Vampiric Scepter, Stealth Ward",3,5546,9843,2,0,9,18778,18,0,1,0,9,6,0,0,0,0,1,0,1,0,100,903,58,141,14,8,0,SUPPORT
LA2_1481242647,877,URF,15.2.652.1536,Red,Blue,TrolecilIo,Karma,Desconocido (Desconocido),"4, 11",4/9/9,15633,17685,10210,"Desconocido, Desconocido, Luden's Tempest, Spirit Visage, Desconocido, Desconocido, Stealth Ward",0,1050,2594,9,0,4,13464,15,0,0,4,4,9,0,0,0,0,1,0,0,0,65,16,217,157,15,10,0,SUPPORT
LA2_1481235803,992,URF,15.2.652.1536,Red,Blue,kewec,Nasus,Desconocido (Desconocido),"4, 6",5/9/4,13445,37714,12088,"Spirit Visage, Trinity Force, Frozen Heart, Desconocido, Mercury's Treads, Bramble Vest, Stealth Ward",0,0,0,4,0,5,18380,18,0,0,0,5,9,0,0,0,0,0,0,0,0,95,7401,134,215,4,5,0,SUPPORT
LA2_1481228662,859,URF,15.2.652.1536,Blue,Red,Chamanter,Velkoz,Desconocido (Desconocido),"4, 21",10/8/6,20799,17712,11104,"Luden's Tempest, Sorcerer's Shoes, Shadowflame, Liandry's Anguish, Desconocido, Desconocido, Stealth Ward",5,2354,5530,6,0,10,13663,15,0,0,2,10,8,2,0,0,0,0,0,1,0,77,120,167,173,14,11,0,ADC
LA2_1481171772,979,URF,15.2.652.1536,Red,Blue,Insane KDA,Alistar,Desconocido (Desconocido),"6, 4",4/7/7,8513,35645,9800,"Sunfire Aegis, Fimbulwinter, Desconocido, Boots of Swiftness, Negatron Cloak, Desconocido, Stealth Ward",3,1373,1373,7,0,4,13797,15,0,0,0,4,7,0,0,0,0,0,0,0,0,45,5516,197,109,12,10,0,ADC
LA2_1481160071,1215,URF,15.2.652.1536,Red,Red,Tilted Singed,Graves,Desconocido (Desconocido),"4, 6",12/12/5,30286,28856,18685,"The Collector, Desconocido, Lord Dominik's Regards, Infinity Edge, Bloodthirster, Noonquiver, Oracle Lens",5,3762,31921,5,0,12,32056,25,0,12,5,12,12,2,1,0,0,1,0,1,0,126,1557,312,323,29,14,2,SUPPORT
