Match ID,Duración (s),Modo de juego,Parche,Equipo Ganador,Equipo,Invocador,Campeón,Runas,Hechizos,K/D/A,Daño total,Daño recibido,Oro acumulado,Objetos,Racha Asesinatos,Daño a Torres,Daño a Dragones/Barones,Asistencias,Barón Kills,Nivel de recompensa,Experiencia,Nivel,Pings - All In,Pings - Assist Me,Pings - Enemy Missing,Kills,Deaths,Double Kills,Triple Kills,Quadra Kills,Penta Kills,Dragon Kills,Inhibitor Kills,Torre Destruida,Nexus Kills,Total Minions,Total Heal,Total CC,Total Time Dead,Vision Score,Wards Puestos,Wards Destruidos,Rol
LA2_1481315979,1166,URF,15.2.652.1536,Red,Blue,BABYY JEYY,Lux,Desconocido (Desconocido),"4, 6",8/7/10,21190,20598,14809,"Desconocido, Desconocido, Horizon Focus, Sorcerer's Shoes, Rabadon's Deathcap, Amplifying Tome, Stealth Ward",2,4782,4782,10,0,8,24982,21,0,0,0,8,7,0,0,0,0,0,0,1,0,111,690,410,249,15,9,0,JUNGLA
LA2_1481306920,1027,URF,15.2.652.1536,Blue,Red,Mrs Vanjie ,Smolder,Desconocido (Desconocido),"6, 4",5/5/6,16445,21150,11131,"Trinity Force, Rapid Firecannon, Boots of Swiftness, Bloodthirster, Desconocido, Desconocido, Stealth Ward",4,891,891,6,0,5,16928,17,1,2,0,5,5,0,0,0,0,0,0,1,0,79,2869,217,89,28,20,0,JUNGLA
LA2_1481242647,877,URF,15.2.652.1536,Red,Blue,,DrMundo,Desconocido (Desconocido),"14, 4",5/9/6,15238,40236,11692,"Heartsteel, Desconocido, Desconocido, Boots, Force of Nature, Negatron Cloak, Stealth Ward",2,4609,4609,6,0,5,13385,15,0,6,1,5,9,1,0,0,0,0,0,1,0,83,6829,162,224,13,9,0,TOP
LA2_1481930508,1059,URF,15.2.652.1536,Blue,Red,T1 TorriZen,Swain,Desconocido (Desconocido),"6, 4",7/10/2,30054,57222,12065,"Heartsteel, Boots, Riftmaker, Desconocido, Thornmail, Desconocido, Stealth Ward",2,704,2910,2,0,7,18232,17,1,0,0,7,10,1,0,0,0,0,0,0,0,67,15220,191,247,16,10,0,JUNGLA
LA2_1481925816,1728,URF,15.2.652.1536,Blue,Blue,tiger433,Ryze,Desconocido (Desconocido),"4, 6",7/15/9,37528,71812,20001,"Seraph's Embrace, Rod of Ages, Rabadon's Deathcap, Shadowflame, Luden's Tempest, Void Staff, Stealth Ward",2,10086,20534,9,0,7,39057,29,0,0,0,7,15,0,0,0,0,1,0,4,0,153,730,57,549,31,17,1,ADC
LA2_1481922991,1322,URF,15.2.652.1536,Red,Blue,,Draven,Desconocido (Desconocido),"4, 21",1/14/8,11551,29360,10543,"Bloodthirster, Desconocido, Berserker's Greaves, Serrated Dirk, Desconocido, Desconocido, Stealth Ward",0,0,25397,8,0,1,21244,19,0,0,0,1,14,0,0,0,0,0,0,0,0,20,1600,81,311,28,19,0,ADC
LA2_1481922541,616,URF,15.2.652.1536,Red,Blue,ipranqui,Morgana,Desconocido (Desconocido),"4, 14",4/4/4,8478,9992,7560,"Luden's Tempest, Sorcerer's Shoes, Liandry's Anguish, Desconocido, Desconocido, Desconocido, Stealth Ward",3,398,398,4,0,4,7632,11,0,0,2,4,4,1,0,0,0,0,0,0,0,74,872,60,66,4,3,0,ADC
LA2_1481917906,763,URF,15.2.652.1536,Blue,Blue,BádBóy,Hwei,Desconocido (Desconocido),"4, 21",4/1/6,12388,9007,9074,"Liandry's Anguish, Sorcerer's Shoes, Archangel's Staff, Blighting Jewel, Amplifying Tome, Desconocido, Stealth Ward",4,3385,9555,6,0,4,9521,12,0,3,0,4,1,0,0,0,0,1,0,2,0,55,338,320,34,12,8,0,MID
LA2_1481915442,1314,URF,15.2.652.1536,Red,Red,SHADOWOFTAX,Xayah,Desconocido (Desconocido),"14, 4",4/5/3,23589,21975,21781,"The Collector, Infinity Edge, Berserker's Greaves, Mortal Reminder, Phantom Dancer, Bloodthirster, Stealth Ward",0,26600,115696,3,1,4,29320,23,0,1,3,4,5,0,0,0,0,2,3,6,0,191,3011,100,179,31,18,4,ADC
LA2_1481905924,1552,URF,15.2.652.1536,Blue,Red,TE AMO ARGENTINA,Annie,Desconocido (Desconocido),"4, 14",9/13/5,44384,37907,16793,"Hextech Rocketbelt, Zhonya's Hourglass, Desconocido, Banshee's Veil, Desconocido, Needlessly Large Rod, Stealth Ward",4,2475,6576,5,0,9,29595,23,0,0,5,9,13,1,0,0,0,0,0,0,0,101,212,334,403,39,22,3,MID
