Match ID,Duración (s),Modo de juego,Parche,Equipo Ganador,Equipo,Invocador,Campeón,Runas,Hechizos,K/D/A,Daño total,Daño recibido,Oro acumulado,Objetos,Racha Asesinatos,Daño a Torres,Daño a Dragones/Barones,Asistencias,Barón Kills,Nivel de recompensa,Experiencia,Nivel,Pings - All In,Pings - Assist Me,Pings - Enemy Missing,Kills,Deaths,Double Kills,Triple Kills,Quadra Kills,Penta Kills,Dragon Kills,Inhibitor Kills,Torre Destruida,Nexus Kills,Total Minions,Total Heal,Total CC,Total Time Dead,Vision Score,Wards Puestos,Wards Destruidos,Rol
EUW1_7286739510,1510,CLASSIC,15.2.652.1536,Blue,Blue,kameto mid acc,Corki,Desconocido (Desconocido),"4, 12",6/5/3,24683,19262,13718,"Doran's Blade, Muramana, B. F. Sword, Trinity Force, Rapid Firecannon, Plated Steelcaps, Farsight Alteration",2,15701,22473,3,0,6,14064,15,0,2,19,6,5,1,0,0,0,0,1,5,0,212,3592,28,191,27,9,8,MID
EUW1_7286224164,1528,CLASSIC,15.2.652.1536,Blue,Blue,raikooooo,Katarina,Desconocido (Desconocido),"4, 12",17/7/8,31108,28445,13259,"Lich Bane, Rabadon's Deathcap, Control Ward, Desconocido, Dark Seal, Shadowflame, Oracle Lens",6,2209,9250,8,0,17,13038,15,1,6,20,17,7,5,3,1,0,0,0,1,0,149,3664,65,234,15,5,3,MID
EUW1_7286188743,807,CLASSIC,15.2.652.1536,Red,Red,Sqim v3,Tryndamere,Desconocido (Desconocido),"14, 4",2/1/0,7215,16487,5174,"Ravenous Hydra, Doran's Shield, Dagger, Dagger, Boots, Desconocido, Stealth Ward",0,682,682,0,0,2,7104,10,0,0,0,2,1,0,0,0,0,0,0,0,0,119,7936,34,25,4,3,0,TOP
EUW1_7285934196,2267,CLASSIC,15.2.652.1536,Blue,Red,SeRiN1,Corki,Desconocido (Desconocido),"4, 12",3/8/3,26707,32902,17411,"Muramana, Infinity Edge, Desconocido, Trinity Force, Lord Dominik's Regards, Noonquiver, Farsight Alteration",0,4529,8867,3,0,3,20817,18,1,4,17,3,8,0,0,0,0,0,1,0,0,350,4144,119,309,25,11,5,MID
EUW1_7285729235,1177,CLASSIC,15.2.652.1536,Blue,Blue,,Akali,Desconocido (Desconocido),"14, 4",6/2/2,15703,9925,9550,"Doran's Ring, Boots, Needlessly Large Rod, Dark Seal, Desconocido, Shadowflame, Oracle Lens",4,2746,2746,2,0,6,11835,14,0,0,15,6,2,0,0,0,0,0,0,2,0,180,1138,44,40,15,4,6,MID
EUW1_7284375045,1741,CLASSIC,15.2.652.1536,Blue,Red,qweruasdf,Jayce,Desconocido (Desconocido),"12, 4",5/9/6,23907,33964,10275,"Fimbulwinter, Null-Magic Mantle, Plated Steelcaps, Phage, Hullbreaker, Kindlegem, Farsight Alteration",3,1124,1836,6,0,5,13563,15,0,1,0,5,9,1,0,0,0,0,0,0,0,202,3053,156,253,13,10,1,TOP
EUW1_7284290642,1365,CLASSIC,15.2.652.1536,Blue,Blue,PYKE NIKE,Pyke,Desconocido (Desconocido),"4, 14",8/5/17,10460,16528,8907,"Youmuu's Ghostblade, Desconocido, Desconocido, Desconocido, Desconocido, Control Ward, Oracle Lens",4,2251,2499,17,0,8,8735,12,2,1,6,8,5,0,0,0,0,0,1,1,0,18,3589,74,85,55,29,3,SUPPORT
EUW1_7284238698,1646,CLASSIC,15.2.652.1536,Red,Red,DavidGoggins Arc,Aurora,Desconocido (Desconocido),"4, 12",2/3/6,23507,22392,10397,"Doran's Ring, Shadowflame, Desconocido, Desconocido, Luden's Tempest, Dark Seal, Oracle Lens",0,4611,6604,6,0,2,16445,16,0,5,7,2,3,0,0,0,0,0,0,2,0,207,6945,250,63,15,8,0,MID
EUW1_7283149792,1899,CLASSIC,15.2.652.1536,Blue,Red,SadlyIneverwin,Cassiopeia,Desconocido (Desconocido),"4, 12",5/6/6,28904,40703,11572,"Liandry's Anguish, Rod of Ages, Seraph's Embrace, Rylai's Crystal Scepter, Desconocido, Desconocido, Farsight Alteration",3,3080,25482,6,0,5,16180,16,0,0,3,5,6,1,0,0,0,2,0,3,0,207,12430,551,247,19,11,5,TOP
EUW1_7282893253,1582,CLASSIC,15.2.652.1536,Blue,Red,Ag0ny,Qiyana,Desconocido (Desconocido),"4, 12",4/6/5,15423,22643,9379,"Desconocido, Desconocido, Last Whisper, Ionian Boots of Lucidity, Long Sword, Long Sword, Oracle Lens",2,1833,1833,5,0,4,12048,14,0,1,4,4,6,0,0,0,0,0,0,1,0,157,1311,113,192,13,2,2,MID
